/a/alice+in+chains/love+song_20005974.html,1
/b/britney+spears/love+to+hate+you_20642438.html,2
/c/cyndi+lauper/love+to+hate_20035174.html,3
/e/erasure/i+love+to+hate+you_20050771.html,4
/p/pnk/true+love_21030544.html,5
/j/justin+bieber/love+me_20857804.html,6
/a/adam+sandler/love+stinks_20644958.html,7
/t/tracy+chapman/the+love+that+you+had_20140253.html,8
/k/kyla/love+to+hate_20730850.html,9
/o/olly+murs/why+do+i+love+you_21111073.html,10
/c/celine+dion/i+hate+you+then+i+love+you_20028552.html,11
/s/squeeze/if+i+didnt+love+you_20129071.html,12
/a/air+supply/evidence+of+love_20005001.html,13
/x/xscape/so+in+love_10193161.html,14
/d/doors/love+her+madly_20042701.html,15
/w/ween/nan_20145522.html,16
/z/zoegirl/love+me+for+me_10198594.html,17
/g/green+day/platypus_10138789.html,18
/m/marilyn+manson/i+hate_20424543.html,19
/m/marilyn+manson/para+noir_10174914.html,20
/b/britney+spears/do+you+love+me_20593390.html,21
/w/whitesnake/keep+on+giving+me+love_20146313.html,22
/c/crowded+house/love+this+life_20034428.html,23
/g/green+day/platypus+i+hate+you_20292600.html,24
/b/beautiful+south/in+other+words+i+hate+you_20285192.html,25
/s/slayer/i+hate+you_20126225.html,26
/k/korn/so+this+is+love_20629764.html,27
/n/nick+cave/i+let+love+in_20591215.html,28
/h/hanson/love+song_20064281.html,29
/c/cheap+trick/born+to+raise+hell_20823303.html,30
/b/bruno+mars/love_20911213.html,31
/e/ella+fitzgerald/ill+never+fall+in+love+again_20806828.html,32
/k/korn/daddy_10159819.html,33
/w/westlife/love+crime_20145974.html,34
/o/omd/love+you+hate+you_20103434.html,35
/r/rammstein/you+hate+du+hast+english+edition_20619472.html,36
/i/insane+clown+posse/rainbows+and+stuff_20383273.html,37
/h/human+league/never+let+me+go_20970472.html,38
/k/korn/tell+me+what+you+want_21066130.html,39
/j/joni+mitchell/sometimes+im+happy_20075275.html,40
/m/michael+bolton/love+me+tonight_20092325.html,41
/k/kinks/mirror+of+love_20079092.html,42
/u/used/imaginary+enemy_21080447.html,43
/q/quincy+jones/is+it+love+that+were+missin_20848999.html,44
/a/adam+sandler/daveys+song_20191310.html,45
/m/mariah+carey/hate+you_20796298.html,46
/n/nitty+gritty+dirt+band/dont+underestimate+love_20185568.html,47
/p/pet+shop+boys/the+sound+of+the+atom+splitting_10203951.html,48
/c/cher/look+at+me_20697380.html,49
/f/faith+no+more/rv_20052581.html,50
/r/reo+speedwagon/that+aint+love_20115730.html,51
/l/lenny+kravitz/come+on+love+me_20082593.html,52
/t/talking+heads/creatures+of+love_20135035.html,53
/i/insane+clown+posse/i+hate+santa+claws_20624547.html,54
/d/doobie+brothers/tell+me+what+you+want_10088388.html,55
/l/lou+reed/betrayed_20085154.html,56
/n/nickelback/just+to+get+high_20766913.html,57
/k/korn/overture+or+obituary_20652798.html,58
/k/kenny+rogers/so+in+love+with+you_20277937.html,59
/t/tim+mcgraw/what+room+was+the+holiday+in_20137403.html,60
/k/korn/mr+rogers_20080273.html,61
/k/korn/right+now_10159792.html,62
/f/frankie+laine/laura+whats+he+got+that+i+aint+got_20846317.html,63
/b/billy+joel/money+or+love_20528512.html,64
/e/emmylou+harris/ill+never+fall+in+love+again_20050240.html,65
/e/everclear/annabellas+song_20052064.html,66
/x/xscape/what+can+i+do_20147654.html,67
/k/kenny+rogers/laura+whats+he+got+that+i+aint+got_20826505.html,68
/p/patti+smith/sometimes+love+just+aint+enough_20559948.html,69
/e/ed+sheeran/where+we+land_21106397.html,70
/d/devo/agitated_20039760.html,71
/e/enya/dreams_20188533.html,72
/d/don+henley/sometimes+love+just+aint+enough_20042095.html,73
/e/eagles/new+years+eve_20550827.html,74
/n/n+sync/i+want+you+back_20097401.html,75
/x/xtc/life+begins+at+the+hop_20147947.html,76
/e/evanescence/i+hate+everything+about+you_20502699.html,77
/g/george+harrison/what+is+life_20059135.html,78
/f/fastball/eater_20053173.html,79
/c/carpenters/ill+never+fall+in+love+again_20027503.html,80
/c/counting+crows/what+is+life_20033552.html,81
/h/hooverphonic/wake+up_20578648.html,82
/i/iron+maiden/different+world_20496830.html,83
/y/yngwie+malmsteen/what+do+you+want_20531767.html,84
/k/kenny+loggins/now+that+i+know+love_20077822.html,85
/k/kiss/rain_20079742.html,86
/m/monkees/youre+so+good+to+me_20095320.html,87
